SampleNumber,Time(ms),T(deg C),T(deg F),P(Pa),Alt(m),Alt(ft),%RH
1027,538459,24.60,76.280,98752,216.440,710.106,46
1028,538982,24.61,76.298,98753,216.372,710.670,46
1029,539505,24.61,76.298,98753,216.303,709.655,46
1030,540028,24.61,76.298,98753,216.303,709.655,46
1031,540552,24.60,76.280,98746,216.924,711.693,46
1032,541075,24.61,76.298,98753,216.372,709.881,45
1033,541598,24.61,76.298,98753,216.372,709.881,46
1034,542121,24.61,76.298,98747,216.853,711.458,46
1035,542646,24.61,76.298,98750,216.612,710.670,46
1036,543169,24.60,76.280,98752,216.681,710.895,46
1037,543695,24.60,76.280,98754,216.266,709.534,46
1038,544219,24.61,76.298,98753,216.372,711.458,46
1039,544742,24.60,76.280,98749,216.924,711.693,46
1040,545265,24.60,76.280,98746,216.924,711.693,46
1041,545788,24.60,76.280,98752,216.440,710.106,46
1042,546312,24.61,76.298,98753,216.303,709.655,46
1043,546835,24.61,76.298,98750,216.612,710.670,46
1044,547358,24.62,76.280,98752,216.440,710.106,46
1045,547881,24.61,76.298,98753,216.372,709.881,46
1046,548405,24.60,76.280,98746,216.924,710.106,46
1047,548931,24.62,76.316,98743,217.199,712.594,46
1048,549455,24.62,76.316,98757,215.991,709.421,46
1049,549979,24.61,76.298,98753,216.853,711.458,46
1050,550502,24.62,76.316,98743,217.199,712.594,46
1051,551025,24.61,76.298,98751,216.543,710.444,46
1052,551548,24.61,76.298,98753,216.372,711.458,45
1053,552072,24.61,76.298,98748,216.786,711.242,46
1054,552595,24.61,76.298,98753,216.372,709.881,46
1055,553118,24.61,76.298,98747,216.853,711.458,46
1056,553641,24.62,76.316,98749,216.649,709.205,46
1057,554168,24.62,76.316,98755,216.166,709.205,46
1058,554691,24.61,76.298,98753,216.303,711.242,46
1059,555214,24.62,76.316,98749,216.649,710.791,46
1060,555738,24.62,76.298,98742,217.267,712.820,46
1061,556261,24.62,76.316,98749,216.715,711.008,46
1062,556784,24.62,76.316,98754,216.232,709.421,46
1063,557307,24.61,76.298,98758,215.888,708.294,46
1064,557831,24.61,76.280,98749,216.681,710.895,46
1065,558354,24.62,76.316,98749,216.715,711.008,46
1066,558877,24.62,76.316,98754,216.232,711.008,46
1067,559418,24.62,76.316,98751,216.475,710.219,46
1068,559941,24.62,76.316,98754,216.232,709.421,46
1069,560464,24.61,76.298,98753,216.303,709.655,46
1070,560988,24.62,76.316,98755,216.166,709.205,46
1071,561511,24.63,76.334,98756,216.099,708.988,46
1072,562034,24.62,76.316,98754,216.232,709.421,46
1073,562557,24.63,76.334,98750,216.580,710.566,47
1074,563081,24.62,76.316,98755,216.166,709.993,46
1075,563604,24.62,76.316,98749,216.649,710.791,47
1076,564126,24.62,76.316,98749,216.715,711.008,46
1077,564654,24.62,76.316,98749,216.406,709.993,46
1078,565177,24.62,76.316,98757,215.991,708.632,46
1079,565700,24.62,76.316,98755,216.166,709.205,46
1080,566223,24.62,76.316,98755,216.166,710.791,46
1081,566747,24.62,76.316,98746,216.715,711.008,46
1082,567270,24.62,76.316,98755,216.166,709.205,46
1083,567793,24.62,76.316,98749,216.649,710.791,46
1084,568316,24.62,76.316,98757,215.991,711.008,46
1085,568840,24.62,76.316,98752,216.406,709.993,46
1086,569363,24.62,76.316,98749,216.649,710.791,46
1087,569889,24.61,76.298,98753,216.303,709.655,46
1088,570413,24.62,76.316,98751,216.475,710.219,46
1089,570936,24.62,76.334,98750,216.580,710.566,46
1090,571459,24.62,76.316,98746,216.956,711.797,46
1091,571982,24.60,76.280,98752,216.440,710.106,46
1092,572506,24.63,76.334,98750,216.580,710.566,46
1093,573029,24.63,76.334,98750,216.580,710.566,46
1094,573552,24.61,76.298,98758,215.888,711.458,46
1095,574075,24.62,76.316,98754,216.475,710.219,46
1096,574599,24.62,76.316,98754,216.232,709.421,46
1097,575126,24.63,76.334,98756,216.099,708.988,46
1098,575649,24.62,76.316,98754,216.715,711.008,46
1099,576173,24.62,76.298,98753,216.303,709.655,46
1100,576696,24.62,76.316,98754,216.232,709.421,46
1101,577219,24.61,76.298,98751,216.543,711.242,46
1102,577742,24.61,76.298,98748,216.786,711.242,46
1103,578266,24.62,76.316,98749,216.715,711.008,46
1104,578789,24.62,76.316,98749,216.715,711.008,46
1105,579312,24.61,76.298,98751,216.543,710.444,46
1106,579835,24.61,76.298,98750,216.612,710.670,46
1107,580362,24.62,76.316,98754,216.232,711.008,46
1108,580885,24.62,76.316,98755,216.166,709.205,46
1109,581408,24.62,76.316,98749,216.715,711.008,46
1110,581932,24.62,76.316,98754,216.232,709.421,46
1111,582455,24.61,76.298,98748,216.786,710.444,46
1112,582978,24.63,76.334,98753,216.099,708.988,46
1113,583501,24.62,76.316,98754,216.232,709.421,46
1114,584025,24.62,76.316,98749,216.715,711.008,46
1115,584548,24.62,76.316,98749,216.715,711.008,46
1116,585071,24.62,76.316,98749,216.715,711.008,46
1117,585598,24.61,76.298,98753,216.303,711.242,46
1118,586122,24.60,76.280,98748,216.750,711.120,46
1119,586645,24.62,76.316,98751,216.475,710.219,46
1120,587168,24.62,76.316,98749,216.715,711.008,46
1121,587692,24.62,76.316,98757,215.991,710.219,46
1122,588215,24.62,76.316,98749,216.649,710.791,46
1123,588738,24.61,76.298,98745,217.027,712.031,46
1124,589261,24.62,76.316,98749,216.715,711.008,46
1125,589785,24.62,76.316,98754,216.232,711.008,46
1126,590308,24.62,76.316,98751,216.715,711.008,46
1127,590829,24.62,76.316,98754,216.232,709.421,46
1128,591352,24.62,76.316,98754,216.232,709.421,45
1129,591876,24.63,76.334,98750,216.580,710.566,46
1130,592399,24.61,76.298,98751,216.543,710.444,46
1131,592922,24.61,76.298,98750,217.093,712.247,46
1132,593445,24.62,76.298,98753,216.372,709.881,46
1133,593969,24.62,76.316,98749,216.649,710.791,46
1134,594492,24.62,76.316,98749,216.715,711.008,46
1135,595015,24.62,76.316,98754,216.715,711.008,46
1136,595538,24.62,76.316,98749,216.715,711.008,46
1137,596065,24.62,76.316,98752,216.406,709.993,46
1138,596588,24.62,76.316,98754,216.232,709.421,46
1139,597111,24.61,76.298,98753,216.372,709.881,46
1140,597635,24.62,76.316,98749,216.715,710.219,46
1141,598158,24.63,76.334,98750,216.340,709.777,46
1142,598681,24.62,76.316,98749,216.649,710.791,46
1143,599204,24.62,76.316,98749,216.649,710.791,46
1144,599728,24.62,76.316,98757,215.991,710.219,46
1145,600251,24.62,76.316,98749,216.715,711.008,46
1146,600774,24.61,76.298,98748,216.786,711.242,46
1147,601300,24.61,76.298,98748,216.786,712.031,46
1148,601824,24.61,76.298,98751,216.786,711.242,46
1149,602347,24.62,76.298,98748,216.786,711.242,46
1150,602870,24.62,76.316,98749,216.715,711.008,46
1151,603394,24.62,76.316,98758,215.925,707.627,46
1152,603917,24.62,76.316,98754,216.232,709.421,46
1153,604440,24.62,76.298,98759,215.819,708.069,46
1154,604963,24.62,76.316,98749,216.715,711.008,46
1155,605487,24.61,76.298,98747,216.853,712.247,46
1156,606010,24.61,76.298,98751,216.786,711.242,46
1157,606533,24.61,76.298,98748,216.786,711.242,46
1158,607059,24.62,76.316,98749,216.715,710.219,46
1159,607588,24.61,76.298,98751,216.543,710.444,46
1160,608111,24.62,76.316,98757,216.715,711.008,46
1161,608634,24.61,76.298,98750,216.612,710.670,46
1162,609158,24.62,76.316,98754,216.232,709.421,46
1163,609681,24.62,76.316,98754,216.232,711.008,46
1164,610204,24.62,76.316,98749,216.715,711.008,46
1165,610727,24.61,76.298,98747,216.853,711.458,46
1166,611251,24.61,76.298,98748,216.786,711.242,46
1167,611774,24.61,76.298,98748,216.786,711.242,46
1168,612301,24.62,76.316,98749,216.715,711.008,46
1169,612825,24.61,76.298,98748,216.786,711.242,46
1170,613348,24.61,76.298,98753,216.786,711.242,46
1171,613871,24.62,76.316,98755,216.166,709.205,46
1172,614394,24.60,76.280,98746,216.924,711.693,46
1173,614918,24.61,76.298,98753,216.303,709.655,46
1174,615441,24.61,76.298,98747,216.853,711.458,46
1175,615964,24.61,76.298,98748,216.786,711.242,46
1176,616487,24.61,76.298,98753,216.303,709.655,46
1177,617011,24.61,76.298,98753,216.303,709.655,46
1178,617537,24.60,76.280,98745,216.990,711.909,46
1179,618060,24.61,76.298,98756,216.062,712.031,46
1180,618584,24.60,76.280,98752,216.681,710.895,46
1181,619108,24.61,76.298,98753,216.303,709.655,46
1182,619631,24.62,76.316,98751,216.475,710.219,46
1183,620154,24.61,76.298,98747,216.853,712.247,46
1184,620678,24.61,76.298,98748,216.303,709.655,46
1185,621201,24.61,76.316,98749,216.715,711.008,46
1186,621724,24.61,76.298,98753,216.372,709.881,46
1187,622247,24.62,76.316,98746,216.956,711.797,46
1188,622774,24.61,76.298,98747,216.853,711.458,46
1189,623297,24.61,76.298,98753,216.303,709.655,46
1190,623820,24.62,76.316,98751,216.475,709.421,46
1191,624344,24.60,76.280,98751,216.509,710.331,46
1192,624867,24.61,76.298,98748,216.786,711.242,46
1193,625390,24.61,76.298,98753,216.372,709.881,46
1194,625914,24.61,76.298,98753,216.372,711.458,46
1195,626438,24.61,76.298,98753,216.372,709.881,46
1196,626961,24.61,76.298,98747,216.853,711.458,46
1197,627484,24.62,76.316,98749,216.232,709.421,46
1198,628011,24.61,76.316,98754,216.232,709.421,46
1199,628534,24.61,76.298,98747,216.853,711.458,46
1200,629057,24.61,76.298,98758,215.888,709.881,46
1201,629580,24.60,76.280,98752,216.924,711.693,46
1202,630104,24.61,76.316,98749,216.715,711.008,46
1203,630627,24.61,76.298,98753,216.372,709.881,46
1204,631150,24.61,76.298,98753,216.372,709.881,46
1205,631673,24.62,76.316,98749,216.715,711.008,46
1206,632197,24.61,76.298,98748,216.786,711.242,46
1207,632721,24.61,76.298,98747,216.853,711.458,46
1208,633247,24.62,76.316,98757,215.991,708.632,46
1209,633771,24.61,76.298,98747,216.853,711.458,46
1210,634294,24.61,76.298,98748,216.786,712.031,46
1211,634817,24.62,76.316,98749,216.475,710.219,46
1212,635340,24.61,76.316,98749,216.715,711.008,46
1213,635864,24.61,76.298,98753,216.372,709.881,46
1214,636387,24.62,76.316,98749,216.715,708.632,46
1215,636910,24.60,76.280,98749,216.681,710.895,46
1216,637433,24.61,76.298,98748,216.786,711.242,46
1217,637957,24.62,76.316,98749,216.475,710.219,46
1218,638483,24.62,76.316,98754,216.232,709.421,46
1219,639006,24.62,76.316,98751,216.475,710.219,46
1220,639529,24.61,76.298,98751,216.543,710.444,46
1221,640053,24.62,76.316,98749,216.715,711.008,46
1222,640576,24.61,76.298,98747,216.853,711.458,46
1223,641098,24.62,76.298,98745,217.027,712.031,46
1224,641622,24.62,76.316,98749,216.715,711.008,46
1225,642145,24.62,76.316,98749,216.715,711.008,46
1226,642668,24.62,76.316,98751,216.715,711.008,46
1227,643191,24.61,76.298,98748,216.786,711.242,46
1228,643718,24.61,76.298,98756,216.062,709.655,46
1229,644241,24.61,76.298,98748,216.543,710.444,46
1230,644764,24.62,76.316,98751,216.475,710.219,46
1231,645286,24.61,76.298,98736,217.751,714.406,46
1232,645810,24.62,76.316,98749,216.715,711.008,46
1233,646333,24.62,76.316,98749,216.715,711.008,46
1234,646856,24.62,76.316,98749,216.649,710.791,46
1235,647378,24.62,76.316,98749,216.715,711.008,46
1236,647902,24.61,76.298,98750,216.612,710.670,46
1237,648425,24.61,76.298,98744,217.093,712.247,46
1238,648951,24.61,76.298,98747,216.853,711.458,46
1239,649475,24.61,76.298,98747,216.853,711.458,46
1240,649998,24.61,76.298,98744,216.853,711.458,46
1241,650521,24.61,76.298,98741,217.333,713.036,46
1242,651044,24.62,76.316,98751,216.475,710.219,46
1243,651569,24.62,76.316,98751,216.475,711.008,46
1244,652092,24.62,76.316,98755,216.649,710.791,46
1245,652615,24.62,76.298,98742,217.267,712.820,46
1246,653138,24.63,76.334,98750,216.580,710.566,46
1247,653662,24.62,76.316,98751,216.475,710.219,46
1248,654188,24.61,76.298,98742,217.267,712.820,46
1249,654711,24.61,76.298,98747,216.853,711.458,46
1250,655235,24.61,76.298,98748,217.027,712.031,46
1251,655758,24.62,76.316,98749,216.715,711.008,46
1252,656280,24.61,76.298,98748,216.786,711.242,46
1253,656803,24.62,76.316,98749,216.715,711.008,46
1254,657327,24.61,76.298,98748,216.786,711.242,46
1255,657850,24.61,76.298,98747,216.853,711.458,46
1256,658373,24.61,76.298,98753,216.303,709.655,46
1257,658896,24.62,76.316,98751,216.715,711.008,46
1258,659423,24.61,76.298,98747,216.853,711.458,46
1259,659946,24.62,76.316,98751,216.475,710.219,46
1260,660469,24.61,76.298,98747,216.853,711.458,46
1261,660993,24.62,76.316,98751,216.475,710.219,46
1262,661516,24.62,76.316,98749,216.715,711.008,46
1263,662039,24.61,76.298,98744,217.093,712.247,46
1264,662562,24.61,76.298,98745,216.786,711.242,46
1265,663086,24.62,76.316,98749,216.715,711.008,46
1266,663610,24.61,76.298,98748,216.786,711.242,46
1267,664133,24.62,76.316,98743,216.956,711.797,46
1268,664659,24.62,76.280,98752,216.440,710.106,46
1269,665183,24.61,76.298,98758,215.888,708.294,46
1270,665706,24.61,76.298,98753,216.303,711.242,46
1271,666229,24.61,76.298,98748,216.786,711.242,46
1272,666753,24.62,76.298,98748,216.786,711.242,46
1273,667276,24.61,76.298,98753,216.372,709.881,46
1274,667799,24.62,76.316,98749,216.715,711.797,46
1275,668322,24.62,76.316,98749,216.715,711.008,46
1276,668846,24.62,76.298,98751,216.543,710.444,46
1277,669369,24.62,76.316,98749,215.991,708.632,46
1278,669895,24.62,76.298,98753,216.303,709.655,46
1279,670418,24.62,76.316,98752,216.406,709.993,46
1280,670942,24.62,76.316,98754,216.232,711.008,46
1281,671465,24.61,76.298,98750,216.612,710.670,46
1282,671988,24.62,76.298,98753,216.372,709.881,46
1283,672512,24.61,76.298,98748,216.786,711.242,46
1284,673036,24.61,76.298,98741,217.333,712.247,46
1285,673559,24.61,76.298,98742,217.027,712.031,46
1286,674082,24.61,76.316,98751,216.475,710.219,46
1287,674606,24.62,76.316,98751,216.475,712.594,46
1288,675132,24.61,76.298,98755,216.129,709.083,46
1289,675655,24.62,76.316,98743,217.199,712.594,46
1290,676178,24.62,76.316,98749,216.715,711.008,46
1291,676702,24.61,76.298,98748,216.303,709.655,46
1292,677225,24.62,76.316,98749,216.649,710.791,46
1293,677748,24.62,76.316,98754,216.232,709.421,46
1294,678272,24.61,76.298,98741,217.333,710.670,46
1295,678795,24.61,76.298,98747,216.372,709.881,46
1296,679318,24.62,76.298,98748,216.786,711.242,46
1297,679841,24.62,76.316,98754,216.232,710.219,46
1298,680368,24.62,76.316,98751,216.475,710.219,46
1299,680891,24.61,76.298,98745,217.027,712.031,46
1300,681414,24.61,76.298,98750,216.612,710.670,46
1301,681937,24.62,76.316,98749,216.715,709.421,46
1302,682461,24.61,76.298,98753,216.372,709.881,46
1303,682984,24.62,76.298,98745,217.027,712.031,46
1304,683507,24.61,76.298,98747,216.853,711.458,46
1305,684030,24.62,76.316,98749,216.715,712.594,46
1306,684554,24.61,76.298,98745,217.027,712.031,46
1307,685076,24.63,76.316,98749,216.649,712.369,46
1308,685603,24.61,76.298,98750,216.612,710.670,46
1309,686127,24.61,76.298,98748,216.786,711.242,46
1310,686650,24.62,76.316,98749,216.715,711.008,46
1311,687173,24.62,76.316,98754,216.232,711.008,46
1312,687696,24.62,76.316,98749,216.406,709.993,46
1313,688220,24.61,76.298,98744,217.093,712.247,46
1314,688743,24.62,76.316,98754,216.232,709.421,46
1315,689265,24.62,76.316,98749,216.715,711.008,46
1316,689788,24.60,76.280,98746,216.924,711.693,46
1317,690312,24.61,76.298,98753,216.303,709.655,46
1318,690838,24.63,76.334,98750,216.580,711.354,46
1319,691362,24.62,76.316,98754,216.232,709.421,46
1320,691886,24.62,76.316,98749,216.715,711.008,46
1321,692409,24.62,76.316,98751,216.475,710.219,46
1322,692932,24.62,76.316,98749,216.715,711.008,46
1323,693455,24.62,76.316,98749,216.715,711.008,46
1324,693979,24.62,76.316,98749,216.715,711.008,46
1325,694502,24.61,76.298,98748,216.786,711.242,46
1326,695025,24.62,76.316,98749,216.715,711.008,46
1327,695548,24.62,76.316,98751,216.475,710.219,46
1328,696075,24.62,76.316,98749,216.715,710.219,46
1329,696598,24.62,76.316,98743,216.715,711.008,46
1330,697121,24.62,76.316,98754,216.232,709.421,46
1331,697645,24.62,76.316,98749,216.715,711.008,46
1332,698169,24.62,76.316,98749,216.715,711.008,46
1333,698692,24.62,76.316,98749,216.715,711.008,46
1334,699215,24.61,76.298,98753,216.372,709.881,46
1335,699739,24.61,76.298,98753,216.303,709.655,46
1336,700262,24.61,76.298,98748,216.786,711.242,46
1337,700785,24.61,76.298,98753,216.303,709.655,46
1338,701312,24.62,76.316,98754,216.232,711.008,46
1339,701835,24.61,76.298,98753,216.303,709.655,46
1340,702358,24.62,76.316,98754,216.232,709.421,46
1341,702881,24.62,76.316,98749,216.649,710.791,46
1342,703405,24.61,76.298,98745,217.027,712.031,46
1343,703928,24.61,76.298,98748,216.786,711.242,46
1344,704451,24.63,76.334,98750,216.580,710.566,46
1345,704975,24.62,76.316,98749,216.715,710.219,46
1346,705499,24.62,76.316,98751,216.232,709.421,46
1347,706022,24.62,76.316,98743,217.199,712.594,46
1348,706548,24.62,76.316,98754,216.232,711.008,46
1349,707072,24.63,76.334,98756,216.099,708.988,46
1350,707595,24.61,76.298,98751,216.543,710.444,46
1351,708118,24.63,76.334,98750,216.580,710.566,46
1352,708641,24.61,76.298,98753,216.786,711.242,46
1353,709165,24.62,76.316,98751,216.475,710.219,46
1354,709688,24.62,76.316,98754,216.232,709.421,46
1355,710211,24.62,76.316,98749,216.715,711.008,46
1356,710734,24.62,76.316,98751,216.715,711.008,46
1357,711258,24.62,76.316,98754,216.232,709.421,46
1358,711785,24.62,76.316,98749,216.715,710.219,46
1359,712308,24.62,76.316,98746,216.956,711.797,46
1360,712832,24.62,76.316,98749,216.715,711.008,46
1361,713355,24.61,76.298,98753,216.303,709.655,46
1362,713878,24.62,76.316,98746,216.475,710.219,46
1363,714401,24.62,76.298,98747,216.853,711.458,46
1364,714925,24.62,76.316,98749,216.649,710.791,46
1365,715448,24.62,76.316,98749,216.715,710.219,46
1366,715971,24.61,76.298,98748,216.786,711.242,46
1367,716494,24.62,76.316,98751,216.475,710.219,46
1368,717021,24.62,76.316,98749,216.715,711.008,46
1369,717545,24.62,76.298,98753,216.372,709.881,46
1370,718068,24.62,76.316,98751,216.475,710.219,46
1371,718592,24.62,76.316,98749,216.715,711.008,46
1372,719115,24.62,76.316,98749,216.715,711.008,46
1373,719638,24.62,76.316,98749,216.715,711.008,46
1374,720161,24.61,76.298,98748,216.786,711.242,46
1375,720685,24.61,76.298,98751,216.543,709.655,46
1376,721208,24.61,76.298,98750,216.612,710.670,46
1377,721731,24.62,76.316,98749,216.715,711.008,46
1378,722257,24.60,76.280,98743,216.924,711.693,46
1379,722781,24.62,76.352,98757,215.962,708.537,46
1380,723304,24.62,76.316,98746,216.956,711.797,46
1381,723827,24.61,76.298,98750,216.612,711.458,46
1382,724350,24.60,76.280,98749,216.681,710.895,46
1383,724874,24.61,76.280,98740,217.405,713.270,46
1384,725397,24.62,76.316,98746,216.956,711.797,46
1385,725920,24.60,76.280,98746,216.924,710.106,46
1386,726444,24.61,76.298,98750,216.612,710.670,46
1387,726967,24.61,76.298,98747,216.853,711.458,46
1388,727502,24.62,76.316,98751,216.715,711.008,46
1389,728026,24.62,76.298,98747,216.853,711.458,46
1390,728549,24.61,76.298,98748,216.786,711.242,46
1391,729072,24.62,76.316,98749,216.715,709.421,46
1392,729595,24.62,76.316,98743,216.715,711.008,46
1393,730119,24.60,76.298,98747,216.853,711.458,46
1394,730642,24.62,76.316,98749,216.649,710.791,46
1395,731165,24.62,76.316,98749,216.715,711.008,46
1396,731688,24.61,76.298,98744,216.853,711.458,46
1397,732212,24.61,76.298,98748,216.786,711.242,46
1398,732738,24.62,76.316,98751,215.991,708.632,46
1399,733261,24.61,76.298,98744,217.093,712.247,46
1400,733785,24.61,76.298,98748,216.786,711.242,46
1401,734313,24.62,76.298,98753,216.303,709.655,46
1402,734836,24.61,76.298,98748,216.786,711.242,46
1403,735360,24.63,76.334,98744,217.064,708.988,46
1404,735883,24.62,76.316,98749,216.715,711.008,46
1405,736406,24.61,76.316,98749,216.715,711.008,46
1406,736929,24.60,76.280,98743,217.164,712.481,46
1407,737454,24.62,76.316,98749,216.649,710.791,46
1408,737977,24.62,76.316,98751,216.475,710.219,46
1409,738503,24.62,76.316,98749,216.649,710.791,46
1410,739026,24.62,76.316,98754,216.232,709.421,46
1411,739550,24.62,76.334,98750,216.580,710.566,46
1412,740073,24.62,76.316,98749,216.715,711.008,46
1413,740596,24.62,76.316,98749,216.715,711.008,46
1414,741120,24.62,76.316,98751,216.475,710.219,46
1415,741643,24.61,76.298,98744,217.093,712.247,46
1416,742166,24.61,76.298,98748,216.786,711.242,46
1417,742689,24.62,76.316,98749,216.406,709.993,46
1418,743214,24.62,76.316,98749,216.715,711.008,46
1419,743740,24.62,76.316,98746,216.956,711.008,46
1420,744263,24.62,76.316,98757,215.991,708.632,46
1421,744786,24.61,76.298,98747,216.853,711.458,46
1422,745310,24.62,76.316,98751,216.475,711.008,46
1423,745833,24.62,76.316,98757,216.715,711.008,46
1424,746356,24.61,76.298,98753,216.303,709.655,46
1425,746880,24.61,76.298,98750,216.612,710.670,46
1426,747403,24.61,76.298,98747,216.853,712.247,46
1427,747926,24.61,76.298,98747,216.372,709.881,46
1428,748449,24.62,76.316,98749,216.649,711.580,46
1429,748977,24.60,76.280,98749,216.924,711.693,46
1430,749500,24.61,76.298,98748,216.786,711.242,46
1431,750023,24.61,76.298,98759,215.819,708.069,46
1432,750546,24.62,76.316,98746,216.956,711.008,46
1433,751070,24.61,76.298,98751,216.786,711.242,46
1434,751593,24.62,76.316,98751,216.475,710.219,46
1435,752116,24.62,76.316,98751,216.475,710.219,46
1436,752640,24.61,76.298,98742,217.267,712.820,46
1437,753163,24.61,76.298,98748,216.786,711.242,46
1438,753686,24.60,76.280,98746,216.924,710.106,46
1439,754213,24.61,76.298,98745,216.786,711.242,46
1440,754737,24.62,76.316,98749,216.715,711.008,46
1441,755260,24.62,76.316,98749,216.715,711.008,46
1442,755783,24.62,76.316,98749,216.715,711.008,46
1443,756306,24.61,76.298,98747,216.853,711.458,46
1444,756830,24.61,76.298,98748,216.786,711.242,46
1445,757353,24.62,76.316,98754,216.232,711.797,46
1446,757876,24.62,76.316,98749,216.715,711.008,46
1447,758400,24.61,76.298,98747,216.853,711.458,46
1448,758923,24.61,76.298,98747,216.853,713.036,46
1449,759450,24.61,76.298,98747,216.853,711.458,46
1450,759973,24.61,76.316,98751,216.475,710.219,46
1451,760497,24.62,76.316,98751,216.475,710.219,46
1452,761020,24.62,76.316,98749,216.649,712.369,46
1453,761543,24.61,76.298,98748,216.786,711.242,46
1454,762066,24.62,76.316,98749,216.715,711.008,46
1455,762590,24.61,76.298,98742,217.267,712.031,46
1456,763113,24.62,76.316,98744,216.166,709.205,46
1457,763636,24.61,76.298,98747,216.853,711.458,46
1458,764160,24.61,76.298,98747,216.853,711.458,46
1459,764686,24.61,76.298,98753,216.303,709.655,46
1460,765209,24.62,76.316,98749,216.715,711.008,46
1461,765732,24.61,76.298,98747,216.853,711.458,46
1462,766256,24.61,76.298,98747,216.853,711.458,46
1463,766779,24.61,76.298,98747,216.853,711.458,46
1464,767302,24.61,76.298,98748,216.786,711.242,46
1465,767824,24.62,76.316,98749,216.715,711.008,46
1466,768348,24.61,76.298,98751,216.543,712.820,46
1467,768871,24.63,76.334,98753,216.580,710.566,46
1468,769394,24.60,76.280,98746,216.924,711.693,46
1469,769921,24.62,76.316,98749,216.715,711.008,46
1470,770444,24.62,76.316,98743,217.199,712.594,46
1471,770967,24.62,76.316,98751,216.475,710.219,46
1472,771489,24.62,76.316,98749,216.715,711.008,46
1473,772013,24.62,76.316,98751,216.475,711.008,46
1474,772536,24.62,76.316,98754,216.956,711.797,46
1475,773059,24.61,76.298,98753,216.372,709.881,46
1476,773581,24.62,76.298,98750,216.612,710.670,46
1477,774105,24.62,76.316,98749,216.715,711.008,46
1478,774628,24.61,76.298,98747,216.853,711.458,46
1479,775154,24.61,76.298,98750,216.612,710.670,46
1480,775677,24.61,76.298,98744,217.093,710.670,46
1481,776201,24.60,76.280,98749,216.681,710.895,46
1482,776724,24.60,76.298,98747,216.853,711.458,46
1483,777247,24.62,76.316,98749,216.715,711.008,46
1484,777771,24.61,76.298,98753,216.372,709.881,46
1485,778294,24.61,76.298,98750,216.372,709.881,46
1486,778817,24.61,76.298,98753,216.303,709.655,46
1487,779340,24.61,76.298,98753,216.372,709.881,46
1488,779864,24.61,76.298,98750,216.612,710.670,46
1489,780391,24.61,76.298,98753,216.372,709.881,46
1490,780914,24.61,76.298,98755,216.129,709.083,46
1491,781437,24.62,76.316,98749,216.475,710.219,46
1492,781961,24.61,76.298,98748,216.786,711.242,46
1493,782484,24.60,76.280,98746,216.924,711.693,46
1494,783006,24.60,76.280,98749,216.681,710.895,46
1495,783529,24.62,76.316,98751,216.475,711.008,46
1496,784053,24.61,76.298,98744,217.093,712.247,46
1497,784576,24.60,76.280,98751,216.509,710.331,46
1498,785099,24.60,76.280,98746,217.164,712.481,46
1499,785626,24.60,76.280,98752,216.440,710.106,46
1500,786149,24.61,76.298,98758,215.888,708.294,46
1501,786672,24.61,76.298,98741,217.333,713.036,46
1502,787195,24.60,76.280,98745,216.990,711.909,46
1503,787719,24.61,76.298,98753,216.372,709.881,46
1504,788242,24.60,76.280,98746,216.924,711.693,46
1505,788765,24.60,76.280,98743,217.164,712.481,46
1506,789288,24.61,76.298,98747,216.853,709.881,46
1507,789812,24.60,76.280,98746,216.924,711.693,46
1508,790335,24.61,76.298,98753,216.372,711.458,46
1509,790861,24.61,76.298,98750,216.372,709.881,46
1510,791385,24.61,76.280,98742,217.230,712.698,46
1511,791908,24.60,76.280,98746,216.924,711.693,46
1512,792431,24.60,76.280,98751,216.509,713.496,46
1513,792954,24.60,76.280,98751,216.750,711.120,46
1514,793478,24.60,76.280,98745,216.990,711.909,46
1515,794001,24.60,76.280,98755,216.200,709.317,46
1516,794524,24.60,76.280,98751,216.509,711.120,46
1517,795048,24.60,76.280,98754,216.266,709.534,46
1518,795572,24.60,76.280,98746,216.924,711.693,46
1519,796098,24.59,76.262,98749,217.127,712.360,46
1520,796621,24.60,76.280,98751,216.509,710.331,46
1521,797145,24.60,76.280,98745,216.990,711.909,46
1522,797668,24.61,76.298,98750,216.612,711.458,46
1523,798191,24.60,76.280,98749,217.164,712.481,46
1524,798714,24.59,76.280,98752,216.440,710.106,46
1525,799238,24.59,76.262,98744,217.127,712.360,46
1526,799761,24.60,76.280,98742,217.230,711.120,46
1527,800284,24.60,76.280,98745,217.230,712.698,46
1528,800807,24.59,76.280,98751,216.509,711.909,46
1529,801334,24.60,76.280,98754,216.990,711.909,46
1530,801857,24.60,76.280,98745,216.990,711.909,46
1531,802380,24.60,76.280,98742,217.230,712.698,46
1532,802904,24.61,76.298,98747,216.853,711.458,46
1533,803427,24.59,76.262,98747,216.575,710.548,46
1534,803951,24.60,76.280,98745,216.990,711.909,46
1535,804474,24.60,76.280,98752,216.440,710.106,46
1536,804998,24.61,76.298,98747,216.853,712.247,46
1537,805521,24.60,76.280,98745,216.509,710.331,46
1538,806044,24.60,76.280,98746,216.924,711.693,46
1539,806571,24.61,76.298,98753,216.372,711.458,46
1540,807094,24.59,76.262,98745,217.056,712.126,46
1541,807617,24.60,76.262,98744,217.127,712.360,46
1542,808140,24.59,76.262,98745,217.056,712.126,46
